date;category;sales;customer_type;rg_code_current;create_sale
2022-02-02;MA071;49461;B2B;MP_WB;4
2022-02-02;MA072;4520;B2C;MP_RT;8
2022-02-02;MA073;14766;B2B;MP_RT;7
2022-02-02;MA076;2526;B2C;MP_WB;1
2022-02-02;MA077;11975;B2C;MP_OZ;3
2022-02-02;MA078;24224;B2C;MP_RT;10
2022-02-03;MA002;36066;B2C;ДКП;8
2022-02-03;MA004;14218;B2B;B2C_CL;9
2022-02-03;MA005;18908;B2B;MP_OZ;7
2022-02-03;MA007;26725;B2B;B2C_CL;5
2022-02-03;MA009;21011;B2C;ДКП;7
2022-02-03;MA010;33114;B2C;MP_YM;1
2022-02-03;MA011;23649;B2C;MP_YM;9
2022-02-03;MA014;3394;B2C;MP_RT;9
2022-02-03;MA015;9769;B2B;MP_RT;4
2022-02-03;MA017;45936;B2B;MP_WB;0
2022-02-03;MA019;35073;B2C;B2C_CL;8
2022-02-03;MA020;26912;B2C;MP_RT;4
2022-02-03;MA021;37517;B2C;MP_OZ;2
2022-02-03;MA022;43506;B2B;MP_OZ;2
2022-02-03;MA025;39272;B2B;MP_YM;3
2022-02-03;MA026;36237;B2C;ДКП;10
2022-02-03;MA029;23262;B2B;MP_YM;6
2022-02-03;MA030;12937;B2B;B2C_CL;3
2022-02-03;MA031;12496;B2B;MP_YM;3
2022-02-03;MA032;47249;B2C;MP_RT;9
2022-02-03;MA033;17517;B2C;ДКП;7
2022-02-03;MA037;5574;B2B;MP_RT;1
2022-02-03;MA039;42456;B2B;ДКП;0
2022-02-03;MA040;7230;B2C;MP_RT;6
2022-02-03;MA041;10851;B2B;ДКП;2
2022-02-03;MA042;5745;B2C;ДКП;6
2022-02-03;MA043;19777;B2B;MP_WB;1
2022-02-03;MA044;26013;B2C;B2C_CL;7
2022-02-03;MA045;37115;B2B;B2C_CL;4
2022-02-03;MA046;1989;B2B;MP_WB;10
2022-02-03;MA047;36764;B2B;MP_OZ;1
2022-02-03;MA048;22491;B2C;MP_OZ;2
2022-02-03;MA049;31998;B2B;B2C_CL;3
2022-02-03;MA050;8446;B2B;MP_YM;0
2022-02-03;MA051;760;B2C;MP_RT;6
2022-02-03;MA052;21619;B2B;B2C_CL;2
2022-02-03;MA053;47881;B2C;MP_RT;7
2022-02-03;MA054;11427;B2C;MP_WB;10
2022-02-03;MA055;38442;B2B;MP_WB;1
2022-02-03;MA056;37491;B2C;ДКП;3
2022-02-03;MA057;32726;B2B;MP_OZ;8
2022-02-03;MA058;3280;B2B;ДКП;4
2022-02-03;MA059;10764;B2C;ДКП;3
2022-02-03;MA061;601;B2B;MP_WB;7
2022-02-03;MA062;40016;B2B;MP_WB;6
2022-02-03;MA063;10782;B2B;MP_YM;6
2022-02-03;MA064;36049;B2C;MP_OZ;4
2022-02-03;MA065;10863;B2B;MP_WB;5
2022-02-03;MA066;23713;B2B;B2C_CL;6
2022-02-03;MA067;31257;B2C;ДКП;8
2022-02-03;MA068;37600;B2C;MP_OZ;4
2022-02-03;MA069;1182;B2B;MP_OZ;3
2022-02-03;MA070;35211;B2C;B2C_CL;1
2022-02-03;MA071;43355;B2B;MP_YM;10
2022-02-03;MA072;44162;B2C;MP_YM;3
2022-02-03;MA073;1768;B2B;MP_WB;0
2022-02-03;MA076;36789;B2B;B2C_CL;1
2022-02-03;MA077;37462;B2B;MP_YM;3
2022-02-03;MA078;5649;B2B;MP_WB;8
2022-02-04;MA002;37917;B2B;MP_RT;5
2022-02-04;MA004;7220;B2B;MP_YM;4
2022-02-04;MA005;6617;B2B;MP_YM;1
2022-02-04;MA007;36921;B2B;ДКП;8
2022-02-04;MA009;21455;B2C;MP_WB;6
2022-02-04;MA010;25198;B2B;B2C_CL;3
2022-02-04;MA011;23266;B2B;MP_WB;9
2022-02-04;MA014;22233;B2C;MP_YM;6
2022-02-04;MA015;49991;B2C;MP_WB;5
2022-02-04;MA017;47798;B2B;MP_OZ;7
2022-02-04;MA019;24992;B2B;MP_YM;5
2022-02-04;MA020;14826;B2C;MP_RT;6
2022-02-04;MA021;13779;B2C;MP_YM;5
2022-02-04;MA022;20581;B2B;MP_YM;3
2022-02-04;MA025;8812;B2C;B2C_CL;2
2022-02-04;MA026;17924;B2C;MP_OZ;6
2022-02-04;MA029;37810;B2C;B2C_CL;8
2022-02-04;MA030;5073;B2C;MP_OZ;2
2022-02-04;MA031;4562;B2C;MP_RT;10
2022-02-04;MA032;24860;B2C;B2C_CL;3
2022-02-04;MA033;15712;B2C;ДКП;0
2022-02-04;MA037;32967;B2C;MP_YM;3
2022-02-04;MA039;17359;B2B;ДКП;2
2022-02-04;MA040;40528;B2C;B2C_CL;9
2022-02-04;MA041;16556;B2C;MP_OZ;2
2022-02-04;MA042;38988;B2C;ДКП;1
2022-02-04;MA043;38840;B2C;MP_RT;8
2022-02-04;MA044;18441;B2C;ДКП;1
2022-02-04;MA045;42353;B2C;MP_YM;4
2022-02-04;MA046;46962;B2C;B2C_CL;4
2022-02-04;MA047;23823;B2C;MP_RT;4
2022-02-04;MA048;29063;B2B;MP_RT;4
2022-02-04;MA049;43932;B2C;MP_RT;5
2022-02-04;MA050;42762;B2B;ДКП;4
2022-02-04;MA051;46115;B2C;MP_RT;4
2022-02-04;MA052;12435;B2C;B2C_CL;8
2022-02-04;MA053;37008;B2B;MP_RT;2
2022-02-04;MA054;36768;B2C;MP_WB;9
2022-02-04;MA055;30983;B2C;ДКП;5
2022-02-04;MA056;19418;B2C;MP_WB;4
2022-02-04;MA057;25089;B2C;B2C_CL;10
2022-02-04;MA058;43165;B2C;MP_OZ;7
2022-02-04;MA059;34117;B2B;B2C_CL;2
2022-02-04;MA061;10840;B2B;MP_YM;4
2022-02-04;MA062;11009;B2C;MP_RT;4
2022-02-04;MA063;7780;B2C;ДКП;0
2022-02-04;MA064;46230;B2B;MP_WB;6
2022-02-04;MA065;6190;B2B;MP_WB;9
2022-02-04;MA066;16575;B2C;MP_RT;6
2022-02-04;MA067;21413;B2B;MP_OZ;5
2022-02-04;MA068;35418;B2B;MP_OZ;2
2022-02-04;MA069;32306;B2B;MP_RT;8
2022-02-04;MA070;33247;B2B;MP_YM;3
2022-02-04;MA071;9547;B2B;ДКП;7
2022-02-04;MA072;18992;B2B;ДКП;2
2022-02-04;MA073;10961;B2B;B2C_CL;8
2022-02-04;MA076;47459;B2B;ДКП;8
2022-02-04;MA077;43410;B2C;MP_WB;2
2022-02-04;MA078;46983;B2B;B2C_CL;4
2022-02-05;MA002;1364;B2C;MP_YM;10
2022-02-05;MA004;11782;B2C;MP_YM;0
2022-02-05;MA005;40945;B2C;MP_RT;9
2022-02-05;MA007;3027;B2C;MP_RT;4
2022-02-05;MA009;17882;B2C;MP_YM;8
2022-02-05;MA010;37443;B2B;ДКП;6
2022-02-05;MA011;34986;B2B;MP_RT;0
2022-02-05;MA014;2216;B2C;MP_RT;4
2022-02-05;MA015;20934;B2B;MP_OZ;3
2022-02-05;MA017;45573;B2B;B2C_CL;5
2022-02-05;MA019;37326;B2B;B2C_CL;10
2022-02-05;MA020;13791;B2B;MP_OZ;9
2022-02-05;MA021;10104;B2C;MP_RT;0
2022-02-05;MA022;21974;B2B;MP_OZ;10
2022-02-05;MA025;41809;B2B;ДКП;6
2022-02-05;MA026;43513;B2B;MP_WB;4
2022-02-05;MA029;31802;B2B;MP_OZ;10
2022-02-05;MA030;28458;B2B;MP_WB;0
2022-02-05;MA031;21770;B2B;B2C_CL;7
2022-02-05;MA032;10136;B2C;MP_YM;1
2022-02-05;MA033;28579;B2C;MP_YM;1
2022-02-05;MA037;49079;B2B;MP_WB;0
2022-02-05;MA039;1837;B2B;MP_YM;2
2022-02-05;MA040;9098;B2C;B2C_CL;1
2022-02-05;MA041;12967;B2B;MP_RT;3
2022-02-05;MA042;15886;B2C;MP_YM;4
2022-02-05;MA043;26175;B2C;ДКП;10
2022-02-05;MA044;6792;B2C;MP_OZ;10
2022-02-05;MA045;45475;B2C;MP_OZ;4
2022-02-05;MA046;34649;B2C;MP_WB;9
2022-02-05;MA047;13883;B2B;B2C_CL;3
2022-02-05;MA048;39262;B2B;ДКП;0
2022-02-05;MA049;11240;B2B;MP_YM;7
2022-02-05;MA050;18824;B2C;ДКП;1
2022-02-05;MA051;49520;B2B;ДКП;10
2022-02-05;MA052;40229;B2C;MP_WB;3
2022-02-05;MA053;23688;B2B;MP_RT;3
2022-02-05;MA054;16455;B2C;MP_YM;2
2022-02-05;MA055;28217;B2C;ДКП;6
2022-02-05;MA056;45242;B2B;MP_RT;1
2022-02-05;MA057;4069;B2B;MP_OZ;2
2022-02-05;MA058;17282;B2C;MP_OZ;1
2022-02-05;MA059;7626;B2B;B2C_CL;5
2022-02-05;MA061;42901;B2B;ДКП;3
2022-02-05;MA062;35328;B2C;MP_OZ;7
2022-02-05;MA063;40425;B2B;MP_YM;4
2022-02-05;MA064;28431;B2C;MP_YM;1
2022-02-05;MA065;9066;B2C;MP_RT;5
2022-02-05;MA066;16455;B2C;MP_RT;2
2022-02-05;MA067;18725;B2B;ДКП;0
2022-02-05;MA068;8982;B2C;MP_OZ;1
2022-02-05;MA069;41958;B2B;ДКП;10
2022-02-05;MA070;36751;B2B;MP_RT;6
2022-02-05;MA071;29377;B2B;MP_RT;7
2022-02-05;MA072;46172;B2C;MP_WB;5
2022-02-05;MA073;39461;B2B;B2C_CL;8
2022-02-05;MA076;21776;B2C;B2C_CL;8
2022-02-05;MA077;30321;B2B;MP_YM;0
2022-02-05;MA078;21216;B2C;B2C_CL;6
2022-02-06;MA002;34853;B2B;B2C_CL;2
2022-02-06;MA004;44367;B2B;MP_RT;5
2022-02-06;MA005;18825;B2C;MP_OZ;2
2022-02-06;MA007;19833;B2B;ДКП;4
2022-02-06;MA009;13774;B2C;MP_RT;4
2022-02-06;MA010;22686;B2C;ДКП;1
2022-02-06;MA011;11630;B2B;B2C_CL;6
2022-02-06;MA014;42753;B2B;MP_OZ;1
2022-02-06;MA015;1162;B2C;B2C_CL;0
2022-02-06;MA017;30027;B2C;B2C_CL;10
2022-02-06;MA019;34893;B2C;ДКП;7
2022-02-06;MA020;13794;B2B;MP_WB;6
2022-02-06;MA021;19027;B2C;MP_WB;3
2022-02-06;MA022;5769;B2B;MP_YM;7
2022-02-06;MA025;2295;B2C;B2C_CL;0
2022-02-06;MA026;44669;B2B;MP_WB;4
2022-02-06;MA029;22093;B2B;B2C_CL;3
2022-02-06;MA030;24945;B2C;MP_OZ;1
2022-02-06;MA031;30204;B2C;MP_RT;4
2022-02-06;MA032;7649;B2C;MP_OZ;7
2022-02-06;MA033;21030;B2B;MP_YM;3
2022-02-06;MA037;45669;B2C;MP_WB;5
2022-02-06;MA039;38111;B2C;MP_YM;1
2022-02-06;MA040;1255;B2B;MP_WB;3
2022-02-06;MA041;36169;B2B;MP_RT;4
2022-02-06;MA042;15738;B2C;MP_OZ;10
2022-02-06;MA043;43679;B2C;ДКП;8
2022-02-06;MA044;22106;B2C;MP_RT;4
2022-02-06;MA045;25990;B2C;MP_YM;6
2022-02-06;MA046;48208;B2B;MP_WB;5
2022-02-06;MA047;1010;B2B;MP_YM;7
2022-02-06;MA048;1166;B2B;MP_WB;0
2022-02-06;MA049;31879;B2B;MP_OZ;3
2022-02-06;MA050;3243;B2C;MP_WB;9
2022-02-06;MA051;35980;B2C;B2C_CL;8
2022-02-06;MA052;13040;B2C;MP_YM;7
2022-02-06;MA053;41939;B2B;MP_YM;9
2022-02-06;MA054;38106;B2B;MP_OZ;6
2022-02-06;MA055;5267;B2B;MP_RT;7
2022-02-06;MA056;6167;B2B;MP_RT;8
2022-02-06;MA057;38816;B2B;ДКП;6
2022-02-06;MA058;16359;B2C;ДКП;4
2022-02-06;MA059;11226;B2B;MP_WB;0
2022-02-06;MA061;29986;B2B;ДКП;5
2022-02-06;MA062;23831;B2B;MP_YM;5
2022-02-06;MA063;5844;B2B;ДКП;10
2022-02-06;MA064;15904;B2B;MP_RT;0
2022-02-06;MA065;24088;B2C;MP_OZ;7
2022-02-06;MA066;49651;B2C;MP_YM;10
2022-02-06;MA067;11246;B2B;MP_OZ;4
2022-02-06;MA068;13657;B2B;B2C_CL;5
2022-02-06;MA069;40289;B2B;B2C_CL;2
2022-02-06;MA070;7912;B2C;B2C_CL;6
2022-02-06;MA071;28185;B2C;B2C_CL;3
2022-02-06;MA072;49668;B2C;B2C_CL;2
2022-02-06;MA073;42387;B2B;MP_YM;10
2022-02-06;MA076;48766;B2C;MP_YM;1
2022-02-06;MA077;2207;B2C;MP_WB;6
2022-02-06;MA078;6922;B2B;B2C_CL;2
2022-02-07;MA002;36792;B2B;MP_WB;2
2022-02-07;MA004;36483;B2B;B2C_CL;0
2022-02-07;MA005;4357;B2C;ДКП;1
2022-02-07;MA007;3568;B2B;B2C_CL;9
2022-02-07;MA009;28023;B2B;B2C_CL;4
2022-02-07;MA010;2403;B2C;MP_WB;4
2022-02-07;MA011;13890;B2C;ДКП;8
2022-02-07;MA014;22328;B2C;B2C_CL;9
2022-02-07;MA015;39458;B2B;MP_YM;3
2022-02-07;MA017;2122;B2C;B2C_CL;3
2022-02-07;MA019;11066;B2B;ДКП;3
2022-02-07;MA020;43393;B2B;MP_WB;5
2022-02-07;MA021;28425;B2C;MP_RT;9
2022-02-07;MA022;15464;B2C;MP_YM;6
2022-02-07;MA025;47084;B2C;MP_RT;9
2022-02-07;MA026;29692;B2C;ДКП;5
2022-02-07;MA029;23029;B2B;MP_OZ;8
2022-02-07;MA030;40043;B2C;MP_WB;2
2022-02-07;MA031;26337;B2C;B2C_CL;6
2022-02-07;MA032;12350;B2C;MP_RT;1
2022-02-07;MA033;19264;B2C;MP_RT;10
2022-02-07;MA037;20736;B2B;MP_OZ;1
2022-02-07;MA039;22355;B2B;B2C_CL;2
2022-02-07;MA040;38103;B2B;MP_OZ;8
2022-02-07;MA041;23765;B2C;MP_WB;7
2022-02-07;MA042;8304;B2C;MP_OZ;4
2022-02-07;MA043;42632;B2B;MP_OZ;10
2022-02-07;MA044;16463;B2C;ДКП;1
2022-02-07;MA045;24327;B2C;ДКП;3
2022-02-07;MA046;47044;B2C;ДКП;7
2022-02-07;MA047;36593;B2C;B2C_CL;4
2022-02-07;MA048;3446;B2B;MP_OZ;8
2022-02-07;MA049;13884;B2B;MP_OZ;0
2022-02-07;MA050;16515;B2C;B2C_CL;6
2022-02-07;MA051;427;B2C;MP_YM;8
2022-02-07;MA052;17256;B2C;B2C_CL;9
2022-02-07;MA053;27815;B2B;ДКП;8
2022-02-07;MA054;19470;B2C;MP_YM;2
2022-02-07;MA055;45786;B2C;MP_YM;1
2022-02-07;MA056;10066;B2B;MP_RT;6
2022-02-07;MA057;984;B2B;MP_YM;2
2022-02-07;MA058;9040;B2C;B2C_CL;8
2022-02-07;MA059;370;B2B;ДКП;0
2022-02-07;MA061;13808;B2B;ДКП;7
2022-02-07;MA062;7600;B2C;MP_OZ;5
2022-02-07;MA063;23636;B2B;ДКП;6
2022-02-07;MA064;43614;B2C;MP_YM;7
2022-02-07;MA065;10924;B2B;MP_RT;8
2022-02-07;MA066;42561;B2C;B2C_CL;7
2022-02-07;MA067;46148;B2C;ДКП;8
2022-02-07;MA068;5623;B2B;ДКП;3
2022-02-07;MA069;23553;B2B;ДКП;0
2022-02-07;MA070;26198;B2B;MP_WB;5
2022-02-07;MA071;49497;B2B;B2C_CL;7
2022-02-07;MA072;5151;B2C;MP_OZ;7
2022-02-07;MA073;2961;B2C;B2C_CL;0
2022-02-07;MA076;30880;B2C;MP_RT;7
2022-02-07;MA077;28717;B2B;MP_RT;4
2022-02-07;MA078;11768;B2B;MP_RT;1
2022-02-08;MA002;16560;B2B;ДКП;3
2022-02-08;MA004;34101;B2B;MP_YM;5
2022-02-08;MA005;35500;B2C;B2C_CL;9
2022-02-08;MA007;32458;B2B;MP_YM;6
2022-02-08;MA009;16937;B2B;MP_RT;7
2022-02-08;MA010;20635;B2B;MP_RT;10
2022-02-08;MA011;20734;B2B;MP_OZ;6
2022-02-08;MA014;33989;B2C;MP_OZ;9
2022-02-08;MA015;14183;B2B;MP_OZ;7
2022-02-08;MA017;34381;B2C;MP_RT;1
2022-02-08;MA019;47220;B2B;MP_OZ;5
2022-02-08;MA020;1382;B2B;B2C_CL;5
2022-02-08;MA021;46609;B2C;MP_RT;0
2022-02-08;MA022;36123;B2B;MP_RT;0
2022-02-08;MA025;29758;B2C;MP_YM;0
2022-02-08;MA026;8892;B2B;ДКП;10
2022-02-08;MA029;47512;B2C;MP_YM;9
2022-02-08;MA030;1437;B2C;MP_RT;8
2022-02-08;MA031;25538;B2B;MP_WB;3
2022-02-08;MA032;32633;B2B;B2C_CL;8
2022-02-08;MA033;40552;B2B;ДКП;6
2022-02-08;MA037;28477;B2B;MP_WB;10
2022-02-08;MA039;48627;B2B;B2C_CL;0
2022-02-08;MA040;19673;B2C;MP_RT;0
2022-02-08;MA041;47225;B2C;MP_OZ;1
2022-02-08;MA042;39437;B2C;B2C_CL;5
2022-02-08;MA043;47547;B2C;MP_RT;7
2022-02-08;MA044;6877;B2C;MP_WB;0
2022-02-08;MA045;34774;B2C;MP_OZ;3
2022-02-08;MA046;29797;B2C;B2C_CL;7
2022-02-08;MA047;23170;B2C;MP_WB;6
2022-02-08;MA048;36961;B2C;MP_WB;1
2022-02-08;MA049;5801;B2C;MP_RT;2
2022-02-08;MA050;20846;B2C;MP_WB;1
2022-02-08;MA051;25607;B2B;MP_WB;10
2022-02-08;MA052;45273;B2C;MP_WB;5
2022-02-08;MA053;18995;B2C;ДКП;2
2022-02-08;MA054;31270;B2B;MP_WB;5
2022-02-08;MA055;32500;B2B;MP_YM;8
2022-02-08;MA056;3909;B2B;B2C_CL;10
2022-02-08;MA057;48838;B2B;B2C_CL;4
2022-02-08;MA058;18708;B2C;MP_OZ;10
2022-02-08;MA059;15208;B2B;MP_WB;9
2022-02-08;MA061;20504;B2C;B2C_CL;1
2022-02-08;MA062;13515;B2C;MP_WB;3
2022-02-08;MA063;35053;B2C;ДКП;4
2022-02-08;MA064;37781;B2B;B2C_CL;7
2022-02-08;MA065;42699;B2C;MP_YM;3
2022-02-08;MA066;18169;B2B;B2C_CL;2
2022-02-08;MA067;2012;B2B;MP_WB;5
2022-02-08;MA068;4520;B2B;B2C_CL;0
2022-02-08;MA069;27285;B2B;MP_RT;7
2022-02-08;MA070;43644;B2B;MP_OZ;4
2022-02-08;MA071;19936;B2B;MP_YM;7
2022-02-08;MA072;41515;B2B;B2C_CL;9
2022-02-08;MA073;48598;B2C;B2C_CL;5
2022-02-08;MA076;26110;B2C;MP_RT;4
2022-02-08;MA077;18169;B2B;B2C_CL;0
2022-02-08;MA078;3046;B2B;MP_WB;6
2022-02-09;MA002;34866;B2B;MP_YM;0
2022-02-09;MA004;45938;B2C;B2C_CL;5
2022-02-09;MA005;42199;B2C;MP_YM;10
2022-02-09;MA007;4184;B2C;MP_YM;7
2022-02-09;MA009;32551;B2C;B2C_CL;2
2022-02-09;MA010;28766;B2B;B2C_CL;0
2022-02-09;MA011;28963;B2C;MP_WB;1
2022-02-09;MA014;4315;B2B;B2C_CL;8
2022-02-09;MA015;34686;B2B;MP_YM;7
2022-02-09;MA017;4923;B2C;MP_RT;1
2022-02-09;MA019;17291;B2B;MP_RT;3
2022-02-09;MA020;40298;B2C;MP_OZ;4
2022-02-09;MA021;40706;B2C;MP_OZ;9
2022-02-09;MA022;31952;B2B;MP_WB;6
2022-02-09;MA025;6382;B2C;B2C_CL;3
2022-02-09;MA026;12891;B2B;B2C_CL;3
2022-02-09;MA029;16963;B2B;ДКП;2
2022-02-09;MA030;25866;B2B;MP_YM;1
2022-02-09;MA031;25811;B2B;B2C_CL;4
2022-02-09;MA032;40491;B2B;ДКП;3
2022-02-09;MA033;4820;B2C;MP_YM;10
2022-02-09;MA037;32613;B2C;MP_WB;4
2022-02-09;MA039;3423;B2C;B2C_CL;10
2022-02-09;MA040;40011;B2C;MP_WB;4
2022-02-09;MA041;37315;B2C;B2C_CL;5
2022-02-09;MA042;47485;B2C;MP_RT;6
2022-02-09;MA043;31506;B2C;MP_WB;0
2022-02-09;MA044;13215;B2B;MP_OZ;3
2022-02-09;MA045;328;B2B;MP_OZ;5
2022-02-09;MA046;41187;B2B;MP_RT;7
2022-02-09;MA047;42020;B2C;MP_RT;7
2022-02-09;MA048;34894;B2C;ДКП;2
2022-02-09;MA049;5453;B2B;B2C_CL;8
2022-02-09;MA050;16694;B2C;ДКП;8
2022-02-09;MA051;45342;B2B;MP_YM;3
2022-02-09;MA052;7826;B2C;MP_WB;4
2022-02-09;MA053;44086;B2B;MP_WB;3
2022-02-09;MA054;25080;B2B;ДКП;2
2022-02-09;MA055;25978;B2C;MP_RT;6
2022-02-09;MA056;4344;B2C;MP_WB;4
2022-02-09;MA057;38006;B2C;MP_YM;1
2022-02-09;MA058;29673;B2C;ДКП;3
2022-02-09;MA059;10253;B2B;MP_YM;10
2022-02-09;MA061;16320;B2C;MP_WB;9
2022-02-09;MA062;9701;B2C;MP_OZ;7
2022-02-09;MA063;9161;B2B;MP_YM;10
2022-02-09;MA064;47527;B2C;ДКП;8
2022-02-09;MA065;8281;B2B;ДКП;0
2022-02-09;MA066;9774;B2B;MP_RT;8
2022-02-09;MA067;393;B2B;ДКП;1
2022-02-09;MA068;15412;B2C;ДКП;3
2022-02-09;MA069;28804;B2B;MP_WB;1
2022-02-09;MA070;26998;B2B;B2C_CL;3
2022-02-09;MA071;34192;B2C;ДКП;10
2022-02-09;MA072;24850;B2B;ДКП;8
2022-02-09;MA073;12460;B2B;MP_YM;5
2022-02-09;MA076;39241;B2C;ДКП;8
2022-02-09;MA077;45074;B2C;MP_RT;2
2022-02-09;MA078;2954;B2B;MP_OZ;7
2022-02-10;MA002;44996;B2C;B2C_CL;10
2022-02-10;MA004;35152;B2C;MP_RT;5
